Unnamed: 0,Period,Province,Quantity,Year,Month,Season,BigCity,Region,DolarS,Kid,Ratio,Interest,CPI(Year),CPI(Month),SalePrice
0,201701,ADANA,4851,2017,1,winter,1,ME,3.7536,190594,86,6,922,246,2.379
1,201701,ADIYAMAN,48,2017,1,winter,0,SE,3.7536,62631,1018,0,922,246,2.379
2,201701,AFYON,1719,2017,1,winter,0,AE,3.7536,52997,74,0,922,246,2.379
3,201701,AKSARAY,1107,2017,1,winter,0,CE,3.7536,33598,835,0,922,246,2.379
4,201701,AMASYA,537,2017,1,winter,0,BS,3.7536,19738,598,0,922,246,2.379
5,201701,ANKARA,6390,2017,1,winter,1,CE,3.7536,386902,711,22,922,246,2.379
6,201701,ANTALYA,5757,2017,1,winter,1,ME,3.7536,174812,739,0,922,246,2.379
7,201701,ARDAHAN,22,2017,1,winter,0,EA,3.7536,6931,714,0,922,246,2.379
8,201701,ARTVİN,15,2017,1,winter,0,BS,3.7536,9472,57,0,922,246,2.379
9,201701,AYDIN,3375,2017,1,winter,1,AE,3.7536,69367,642,0,922,246,2.379
10,201701,AĞRI,1209,2017,1,winter,0,EA,3.7536,68997,1287,0,922,246,2.379
11,201701,BALIKESİR,6827,2017,1,winter,1,MA,3.7536,66540,552,47,922,246,2.379
12,201701,BARTIN,715,2017,1,winter,0,BS,3.7536,10425,539,0,922,246,2.379
13,201701,BATMAN,202,2017,1,winter,0,SE,3.7536,70143,1199,0,922,246,2.379
14,201701,BAYBURT,88,2017,1,winter,0,BS,3.7536,5618,699,0,922,246,2.379
15,201701,BOLU,1673,2017,1,winter,0,BS,3.7536,17749,585,0,922,246,2.379
16,201701,BURDUR,524,2017,1,winter,0,ME,3.7536,14799,559,0,922,246,2.379
17,201701,BURSA,4863,2017,1,winter,1,MA,3.7536,217846,742,13,922,246,2.379
18,201701,BİLECİK,502,2017,1,winter,0,MA,3.7536,13784,622,0,922,246,2.379
19,201701,DENİZLİ,1848,2017,1,winter,1,AE,3.7536,68666,674,0,922,246,2.379
20,201701,DÜZCE,215,2017,1,winter,0,BS,3.7536,26556,703,0,922,246,2.379
21,201701,DİYARBAKIR,790,2017,1,winter,1,SE,3.7536,207199,1219,28,922,246,2.379
22,201701,EDİRNE,988,2017,1,winter,0,MA,3.7536,20461,503,61,922,246,2.379
23,201701,ELAZIĞ,2377,2017,1,winter,0,EA,3.7536,43776,75,51,922,246,2.379
24,201701,ERZURUM,2860,2017,1,winter,1,EA,3.7536,68865,906,0,922,246,2.379
25,201701,ERZİNCAN,18,2017,1,winter,0,EA,3.7536,15698,678,0,922,246,2.379
26,201701,ESKİŞEHİR,2974,2017,1,winter,1,CE,3.7536,51910,603,67,922,246,2.379
27,201701,GAZİANTEP,1726,2017,1,winter,1,SE,3.7536,233308,1163,10,922,246,2.379
28,201701,GÜMÜŞHANE,30,2017,1,winter,0,BS,3.7536,10504,617,0,922,246,2.379
29,201701,GİRESUN,135,2017,1,winter,0,BS,3.7536,23179,53,0,922,246,2.379
30,201701,HAKKARİ,33,2017,1,winter,0,EA,3.7536,27241,988,0,922,246,2.379
31,201701,HATAY,2750,2017,1,winter,1,ME,3.7536,151636,963,0,922,246,2.379
32,201701,ISPARTA,589,2017,1,winter,0,ME,3.7536,26192,604,50,922,246,2.379
33,201701,IĞDIR,727,2017,1,winter,0,EA,3.7536,21022,1079,0,922,246,2.379
34,201701,KAHRAMANMARAŞ,632,2017,1,winter,1,ME,3.7536,107845,956,0,922,246,2.379
35,201701,KARABÜK,1750,2017,1,winter,0,BS,3.7536,12706,52,0,922,246,2.379
36,201701,KARAMAN,517,2017,1,winter,0,CE,3.7536,18668,757,0,922,246,2.379
37,201701,KARS,54,2017,1,winter,0,EA,3.7536,26904,935,0,922,246,2.379
38,201701,KASTAMONU,397,2017,1,winter,0,BS,3.7536,19634,527,0,922,246,2.379
39,201701,KAYSERİ,2807,2017,1,winter,1,CE,3.7536,111829,812,0,922,246,2.379
40,201701,KIRIKKALE,33,2017,1,winter,0,CE,3.7536,17154,615,0,922,246,2.379
41,201701,KIRKLARELİ,347,2017,1,winter,0,MA,3.7536,18525,52,76,922,246,2.379
42,201701,KIRŞEHİR,485,2017,1,winter,0,CE,3.7536,15433,658,0,922,246,2.379
43,201701,KOCAELİ,2695,2017,1,winter,1,MA,3.7536,155543,826,100,922,246,2.379
44,201701,KONYA,4373,2017,1,winter,1,CE,3.7536,177584,815,0,922,246,2.379
45,201701,KÜTAHYA,629,2017,1,winter,0,AE,3.7536,33714,589,0,922,246,2.379
46,201701,KİLİS,1406,2017,1,winter,0,SE,3.7536,13812,1013,0,922,246,2.379
47,201701,MALATYA,967,2017,1,winter,1,EA,3.7536,59694,759,0,922,246,2.379
48,201701,MANİSA,8432,2017,1,winter,1,AE,3.7536,97081,687,21,922,246,2.379
49,201701,MUĞLA,1439,2017,1,winter,1,AE,3.7536,57227,61,54,922,246,2.379
50,201701,MUŞ,27,2017,1,winter,0,EA,3.7536,49481,1223,0,922,246,2.379
51,201701,NEVŞEHİR,171,2017,1,winter,0,CE,3.7536,20481,701,0,922,246,2.379
52,201701,NİĞDE,573,2017,1,winter,0,CE,3.7536,27856,79,99,922,246,2.379
53,201701,ORDU,1688,2017,1,winter,1,BS,3.7536,45828,617,0,922,246,2.379
54,201701,OSMANİYE,1287,2017,1,winter,0,ME,3.7536,46384,879,0,922,246,2.379
55,201701,RİZE,77,2017,1,winter,0,BS,3.7536,20567,621,0,922,246,2.379
56,201701,SAKARYA,1405,2017,1,winter,1,MA,3.7536,72680,734,0,922,246,2.379
57,201701,SAMSUN,2177,2017,1,winter,1,BS,3.7536,86870,662,16,922,246,2.379
58,201701,SİNOP,105,2017,1,winter,0,BS,3.7536,11383,549,0,922,246,2.379
59,201701,SİVAS,2071,2017,1,winter,0,CE,3.7536,43586,702,0,922,246,2.379
60,201701,SİİRT,6,2017,1,winter,0,SE,3.7536,39219,1209,0,922,246,2.379
61,201701,TEKİRDAĞ,1392,2017,1,winter,1,MA,3.7536,75359,749,27,922,246,2.379
62,201701,TOKAT,503,2017,1,winter,0,BS,3.7536,37598,624,0,922,246,2.379
63,201701,TRABZON,1703,2017,1,winter,1,BS,3.7536,51510,655,67,922,246,2.379
64,201701,UŞAK,389,2017,1,winter,0,AE,3.7536,23072,632,0,922,246,2.379
65,201701,VAN,317,2017,1,winter,1,EA,3.7536,135976,1228,0,922,246,2.379
66,201701,YALOVA,122,2017,1,winter,0,MA,3.7536,16860,671,0,922,246,2.379
67,201701,YOZGAT,769,2017,1,winter,0,CE,3.7536,27932,667,0,922,246,2.379
68,201701,ZONGULDAK,1907,2017,1,winter,0,BS,3.7536,32828,55,0,922,246,2.379
69,201701,ÇANKIRI,246,2017,1,winter,0,CE,3.7536,11154,599,0,922,246,2.379
70,201701,ÇORUM,125,2017,1,winter,0,BS,3.7536,33922,642,0,922,246,2.379
71,201701,İSTANBUL,10878,2017,1,winter,1,MA,3.7536,1160092,772,48,922,246,2.379
72,201701,İZMİR,9495,2017,1,winter,1,AE,3.7536,275664,644,41,922,246,2.379
73,201701,ŞANLIURFA,661,2017,1,winter,1,SE,3.7536,297423,1498,25,922,246,2.379
74,201701,ŞIRNAK,393,2017,1,winter,0,SE,3.7536,65703,1306,0,922,246,2.379
75,201702,ADANA,5288,2017,2,winter,1,ME,0.0367,190594,86,5,1013,81,2.445
76,201702,ADIYAMAN,42,2017,2,winter,0,SE,0.0367,62631,1018,0,1013,81,2.445
77,201702,AFYON,1977,2017,2,winter,0,AE,0.0367,52997,74,20,1013,81,2.445
78,201702,AKSARAY,1692,2017,2,winter,0,CE,0.0367,33598,835,0,1013,81,2.445
79,201702,AMASYA,406,2017,2,winter,0,BS,0.0367,19738,598,0,1013,81,2.445
80,201702,ANKARA,6362,2017,2,winter,1,CE,0.0367,386902,711,7,1013,81,2.445
81,201702,ANTALYA,5892,2017,2,winter,1,ME,0.0367,174812,739,0,1013,81,2.445
82,201702,ARDAHAN,4,2017,2,winter,0,EA,0.0367,6931,714,0,1013,81,2.445
83,201702,ARTVİN,27,2017,2,winter,0,BS,0.0367,9472,57,0,1013,81,2.445
84,201702,AYDIN,3967,2017,2,winter,1,AE,0.0367,69367,642,0,1013,81,2.445
85,201702,AĞRI,1243,2017,2,winter,0,EA,0.0367,68997,1287,0,1013,81,2.445
86,201702,BALIKESİR,5212,2017,2,winter,1,MA,0.0367,66540,552,10,1013,81,2.445
87,201702,BARTIN,802,2017,2,winter,0,BS,0.0367,10425,539,0,1013,81,2.445
88,201702,BATMAN,189,2017,2,winter,0,SE,0.0367,70143,1199,0,1013,81,2.445
89,201702,BAYBURT,59,2017,2,winter,0,BS,0.0367,5618,699,0,1013,81,2.445
90,201702,BOLU,1227,2017,2,winter,0,BS,0.0367,17749,585,0,1013,81,2.445
91,201702,BURDUR,694,2017,2,winter,0,ME,0.0367,14799,559,0,1013,81,2.445
92,201702,BURSA,5576,2017,2,winter,1,MA,0.0367,217846,742,8,1013,81,2.445
93,201702,BİLECİK,578,2017,2,winter,0,MA,0.0367,13784,622,100,1013,81,2.445
94,201702,DENİZLİ,1752,2017,2,winter,1,AE,0.0367,68666,674,10,1013,81,2.445
95,201702,DÜZCE,133,2017,2,winter,0,BS,0.0367,26556,703,0,1013,81,2.445
96,201702,DİYARBAKIR,658,2017,2,winter,1,SE,0.0367,207199,1219,0,1013,81,2.445
97,201702,EDİRNE,1217,2017,2,winter,0,MA,0.0367,20461,503,0,1013,81,2.445
98,201702,ELAZIĞ,2220,2017,2,winter,0,EA,0.0367,43776,75,0,1013,81,2.445
99,201702,ERZURUM,1257,2017,2,winter,1,EA,0.0367,68865,906,14,1013,81,2.445
100,201702,ERZİNCAN,5,2017,2,winter,0,EA,0.0367,15698,678,0,1013,81,2.445
101,201702,ESKİŞEHİR,3469,2017,2,winter,1,CE,0.0367,51910,603,37,1013,81,2.445
102,201702,GAZİANTEP,2884,2017,2,winter,1,SE,0.0367,233308,1163,4,1013,81,2.445
103,201702,GÜMÜŞHANE,17,2017,2,winter,0,BS,0.0367,10504,617,0,1013,81,2.445
104,201702,GİRESUN,145,2017,2,winter,0,BS,0.0367,23179,53,0,1013,81,2.445
105,201702,HAKKARİ,53,2017,2,winter,0,EA,0.0367,27241,988,0,1013,81,2.445
106,201702,HATAY,2143,2017,2,winter,1,ME,0.0367,151636,963,0,1013,81,2.445
107,201702,ISPARTA,531,2017,2,winter,0,ME,0.0367,26192,604,0,1013,81,2.445
108,201702,IĞDIR,617,2017,2,winter,0,EA,0.0367,21022,1079,0,1013,81,2.445
109,201702,KAHRAMANMARAŞ,317,2017,2,winter,1,ME,0.0367,107845,956,0,1013,81,2.445
110,201702,KARABÜK,3604,2017,2,winter,0,BS,0.0367,12706,52,0,1013,81,2.445
111,201702,KARAMAN,592,2017,2,winter,0,CE,0.0367,18668,757,0,1013,81,2.445
112,201702,KARS,40,2017,2,winter,0,EA,0.0367,26904,935,0,1013,81,2.445
113,201702,KASTAMONU,463,2017,2,winter,0,BS,0.0367,19634,527,0,1013,81,2.445
114,201702,KAYSERİ,2083,2017,2,winter,1,CE,0.0367,111829,812,0,1013,81,2.445
115,201702,KIRIKKALE,40,2017,2,winter,0,CE,0.0367,17154,615,33,1013,81,2.445
116,201702,KIRKLARELİ,339,2017,2,winter,0,MA,0.0367,18525,52,0,1013,81,2.445
117,201702,KIRŞEHİR,403,2017,2,winter,0,CE,0.0367,15433,658,0,1013,81,2.445
118,201702,KOCAELİ,2729,2017,2,winter,1,MA,0.0367,155543,826,15,1013,81,2.445
119,201702,KONYA,6138,2017,2,winter,1,CE,0.0367,177584,815,10,1013,81,2.445
120,201702,KÜTAHYA,1552,2017,2,winter,0,AE,0.0367,33714,589,0,1013,81,2.445
121,201702,KİLİS,1583,2017,2,winter,0,SE,0.0367,13812,1013,0,1013,81,2.445
122,201702,MALATYA,998,2017,2,winter,1,EA,0.0367,59694,759,0,1013,81,2.445
123,201702,MANİSA,5954,2017,2,winter,1,AE,0.0367,97081,687,0,1013,81,2.445
124,201702,MUĞLA,1089,2017,2,winter,1,AE,0.0367,57227,61,11,1013,81,2.445
125,201702,MUŞ,19,2017,2,winter,0,EA,0.0367,49481,1223,0,1013,81,2.445
126,201702,NEVŞEHİR,115,2017,2,winter,0,CE,0.0367,20481,701,0,1013,81,2.445
127,201702,NİĞDE,596,2017,2,winter,0,CE,0.0367,27856,79,0,1013,81,2.445
128,201702,ORDU,1945,2017,2,winter,1,BS,0.0367,45828,617,0,1013,81,2.445
129,201702,OSMANİYE,1532,2017,2,winter,0,ME,0.0367,46384,879,0,1013,81,2.445
130,201702,RİZE,88,2017,2,winter,0,BS,0.0367,20567,621,0,1013,81,2.445
131,201702,SAKARYA,2702,2017,2,winter,1,MA,0.0367,72680,734,10,1013,81,2.445
132,201702,SAMSUN,2784,2017,2,winter,1,BS,0.0367,86870,662,14,1013,81,2.445
133,201702,SİNOP,98,2017,2,winter,0,BS,0.0367,11383,549,0,1013,81,2.445
134,201702,SİVAS,1889,2017,2,winter,0,CE,0.0367,43586,702,0,1013,81,2.445
135,201702,SİİRT,10,2017,2,winter,0,SE,0.0367,39219,1209,0,1013,81,2.445
136,201702,TEKİRDAĞ,1672,2017,2,winter,1,MA,0.0367,75359,749,0,1013,81,2.445
137,201702,TOKAT,470,2017,2,winter,0,BS,0.0367,37598,624,0,1013,81,2.445
138,201702,TRABZON,1265,2017,2,winter,1,BS,0.0367,51510,655,0,1013,81,2.445
139,201702,UŞAK,606,2017,2,winter,0,AE,0.0367,23072,632,0,1013,81,2.445
140,201702,VAN,648,2017,2,winter,1,EA,0.0367,135976,1228,0,1013,81,2.445
141,201702,YALOVA,91,2017,2,winter,0,MA,0.0367,16860,671,38,1013,81,2.445
142,201702,YOZGAT,842,2017,2,winter,0,CE,0.0367,27932,667,0,1013,81,2.445
143,201702,ZONGULDAK,2465,2017,2,winter,0,BS,0.0367,32828,55,0,1013,81,2.445
144,201702,ÇANKIRI,348,2017,2,winter,0,CE,0.0367,11154,599,0,1013,81,2.445
145,201702,ÇORUM,143,2017,2,winter,0,BS,0.0367,33922,642,0,1013,81,2.445
146,201702,İSTANBUL,8751,2017,2,winter,1,MA,0.0367,1160092,772,20,1013,81,2.445
147,201702,İZMİR,8717,2017,2,winter,1,AE,0.0367,275664,644,13,1013,81,2.445
148,201702,ŞANLIURFA,2220,2017,2,winter,1,SE,0.0367,297423,1498,0,1013,81,2.445
149,201702,ŞIRNAK,497,2017,2,winter,0,SE,0.0367,65703,1306,0,1013,81,2.445
150,201703,ADANA,5686,2017,3,spring,1,ME,3.6738,190594,86,8,1129,102,2.694
151,201703,ADIYAMAN,62,2017,3,spring,0,SE,3.6738,62631,1018,0,1129,102,2.694
152,201703,AFYON,1281,2017,3,spring,0,AE,3.6738,52997,74,40,1129,102,2.694
153,201703,AKSARAY,1732,2017,3,spring,0,CE,3.6738,33598,835,37,1129,102,2.694
154,201703,AMASYA,528,2017,3,spring,0,BS,3.6738,19738,598,0,1129,102,2.694
155,201703,ANKARA,9221,2017,3,spring,1,CE,3.6738,386902,711,18,1129,102,2.694
156,201703,ANTALYA,6669,2017,3,spring,1,ME,3.6738,174812,739,21,1129,102,2.694
157,201703,ARTVİN,9,2017,3,spring,0,BS,3.6738,9472,57,0,1129,102,2.694
158,201703,AYDIN,4890,2017,3,spring,1,AE,3.6738,69367,642,22,1129,102,2.694
159,201703,AĞRI,1444,2017,3,spring,0,EA,3.6738,68997,1287,0,1129,102,2.694
160,201703,BALIKESİR,6996,2017,3,spring,1,MA,3.6738,66540,552,0,1129,102,2.694
161,201703,BARTIN,633,2017,3,spring,0,BS,3.6738,10425,539,0,1129,102,2.694
162,201703,BATMAN,371,2017,3,spring,0,SE,3.6738,70143,1199,61,1129,102,2.694
163,201703,BAYBURT,79,2017,3,spring,0,BS,3.6738,5618,699,0,1129,102,2.694
164,201703,BOLU,1811,2017,3,spring,0,BS,3.6738,17749,585,0,1129,102,2.694
165,201703,BURDUR,1684,2017,3,spring,0,ME,3.6738,14799,559,0,1129,102,2.694
166,201703,BURSA,7684,2017,3,spring,1,MA,3.6738,217846,742,11,1129,102,2.694
167,201703,BİLECİK,1661,2017,3,spring,0,MA,3.6738,13784,622,100,1129,102,2.694
168,201703,DENİZLİ,3249,2017,3,spring,1,AE,3.6738,68666,674,10,1129,102,2.694
169,201703,DÜZCE,233,2017,3,spring,0,BS,3.6738,26556,703,0,1129,102,2.694
170,201703,DİYARBAKIR,678,2017,3,spring,1,SE,3.6738,207199,1219,7,1129,102,2.694
171,201703,EDİRNE,1388,2017,3,spring,0,MA,3.6738,20461,503,0,1129,102,2.694
172,201703,ELAZIĞ,2412,2017,3,spring,0,EA,3.6738,43776,75,21,1129,102,2.694
173,201703,ERZURUM,2480,2017,3,spring,1,EA,3.6738,68865,906,42,1129,102,2.694
174,201703,ERZİNCAN,43,2017,3,spring,0,EA,3.6738,15698,678,0,1129,102,2.694
175,201703,ESKİŞEHİR,4600,2017,3,spring,1,CE,3.6738,51910,603,74,1129,102,2.694
176,201703,GAZİANTEP,3144,2017,3,spring,1,SE,3.6738,233308,1163,8,1129,102,2.694
177,201703,GÜMÜŞHANE,35,2017,3,spring,0,BS,3.6738,10504,617,0,1129,102,2.694
178,201703,GİRESUN,227,2017,3,spring,0,BS,3.6738,23179,53,0,1129,102,2.694
179,201703,HAKKARİ,25,2017,3,spring,0,EA,3.6738,27241,988,0,1129,102,2.694
180,201703,HATAY,2595,2017,3,spring,1,ME,3.6738,151636,963,9,1129,102,2.694
181,201703,ISPARTA,420,2017,3,spring,0,ME,3.6738,26192,604,0,1129,102,2.694
182,201703,IĞDIR,960,2017,3,spring,0,EA,3.6738,21022,1079,0,1129,102,2.694
183,201703,KAHRAMANMARAŞ,469,2017,3,spring,1,ME,3.6738,107845,956,15,1129,102,2.694
184,201703,KARABÜK,5642,2017,3,spring,0,BS,3.6738,12706,52,0,1129,102,2.694
185,201703,KARAMAN,441,2017,3,spring,0,CE,3.6738,18668,757,0,1129,102,2.694
186,201703,KARS,36,2017,3,spring,0,EA,3.6738,26904,935,0,1129,102,2.694
187,201703,KASTAMONU,501,2017,3,spring,0,BS,3.6738,19634,527,0,1129,102,2.694
188,201703,KAYSERİ,3726,2017,3,spring,1,CE,3.6738,111829,812,16,1129,102,2.694
189,201703,KIRIKKALE,52,2017,3,spring,0,CE,3.6738,17154,615,0,1129,102,2.694
190,201703,KIRKLARELİ,401,2017,3,spring,0,MA,3.6738,18525,52,0,1129,102,2.694
191,201703,KIRŞEHİR,413,2017,3,spring,0,CE,3.6738,15433,658,0,1129,102,2.694
192,201703,KOCAELİ,2162,2017,3,spring,1,MA,3.6738,155543,826,20,1129,102,2.694
193,201703,KONYA,5724,2017,3,spring,1,CE,3.6738,177584,815,19,1129,102,2.694
194,201703,KÜTAHYA,1710,2017,3,spring,0,AE,3.6738,33714,589,64,1129,102,2.694
195,201703,KİLİS,1205,2017,3,spring,0,SE,3.6738,13812,1013,0,1129,102,2.694
196,201703,MALATYA,976,2017,3,spring,1,EA,3.6738,59694,759,15,1129,102,2.694
197,201703,MANİSA,9698,2017,3,spring,1,AE,3.6738,97081,687,19,1129,102,2.694
198,201703,MUĞLA,1441,2017,3,spring,1,AE,3.6738,57227,61,44,1129,102,2.694
199,201703,MUŞ,30,2017,3,spring,0,EA,3.6738,49481,1223,0,1129,102,2.694
200,201703,NEVŞEHİR,249,2017,3,spring,0,CE,3.6738,20481,701,0,1129,102,2.694
201,201703,NİĞDE,627,2017,3,spring,0,CE,3.6738,27856,79,0,1129,102,2.694
202,201703,ORDU,3455,2017,3,spring,1,BS,3.6738,45828,617,0,1129,102,2.694
203,201703,OSMANİYE,1372,2017,3,spring,0,ME,3.6738,46384,879,65,1129,102,2.694
204,201703,RİZE,84,2017,3,spring,0,BS,3.6738,20567,621,0,1129,102,2.694
205,201703,SAKARYA,2337,2017,3,spring,1,MA,3.6738,72680,734,0,1129,102,2.694
206,201703,SAMSUN,4458,2017,3,spring,1,BS,3.6738,86870,662,14,1129,102,2.694
207,201703,SİNOP,178,2017,3,spring,0,BS,3.6738,11383,549,0,1129,102,2.694
208,201703,SİVAS,2207,2017,3,spring,0,CE,3.6738,43586,702,0,1129,102,2.694
209,201703,SİİRT,23,2017,3,spring,0,SE,3.6738,39219,1209,0,1129,102,2.694
210,201703,TEKİRDAĞ,2207,2017,3,spring,1,MA,3.6738,75359,749,36,1129,102,2.694
211,201703,TOKAT,450,2017,3,spring,0,BS,3.6738,37598,624,0,1129,102,2.694
212,201703,TRABZON,1184,2017,3,spring,1,BS,3.6738,51510,655,0,1129,102,2.694
213,201703,UŞAK,701,2017,3,spring,0,AE,3.6738,23072,632,0,1129,102,2.694
214,201703,VAN,688,2017,3,spring,1,EA,3.6738,135976,1228,0,1129,102,2.694
215,201703,YALOVA,183,2017,3,spring,0,MA,3.6738,16860,671,0,1129,102,2.694
216,201703,YOZGAT,1259,2017,3,spring,0,CE,3.6738,27932,667,0,1129,102,2.694
217,201703,ZONGULDAK,4141,2017,3,spring,0,BS,3.6738,32828,55,37,1129,102,2.694
218,201703,ÇANKIRI,513,2017,3,spring,0,CE,3.6738,11154,599,0,1129,102,2.694
219,201703,ÇORUM,165,2017,3,spring,0,BS,3.6738,33922,642,28,1129,102,2.694
220,201703,İSTANBUL,12454,2017,3,spring,1,MA,3.6738,1160092,772,42,1129,102,2.694
221,201703,İZMİR,12249,2017,3,spring,1,AE,3.6738,275664,644,26,1129,102,2.694
222,201703,ŞANLIURFA,759,2017,3,spring,1,SE,3.6738,297423,1498,0,1129,102,2.694
223,201703,ŞIRNAK,688,2017,3,spring,0,SE,3.6738,65703,1306,0,1129,102,2.694
224,201704,ADANA,4737,2017,4,spring,1,ME,3.6561,190594,86,8,1187,131,3.1039999999999996
225,201704,ADIYAMAN,42,2017,4,spring,0,SE,3.6561,62631,1018,0,1187,131,3.1039999999999996
226,201704,AFYON,1730,2017,4,spring,0,AE,3.6561,52997,74,20,1187,131,3.1039999999999996
227,201704,AKSARAY,1107,2017,4,spring,0,CE,3.6561,33598,835,0,1187,131,3.1039999999999996
228,201704,AMASYA,556,2017,4,spring,0,BS,3.6561,19738,598,39,1187,131,3.1039999999999996
229,201704,ANKARA,6344,2017,4,spring,1,CE,3.6561,386902,711,14,1187,131,3.1039999999999996
230,201704,ANTALYA,5712,2017,4,spring,1,ME,3.6561,174812,739,17,1187,131,3.1039999999999996
231,201704,ARDAHAN,16,2017,4,spring,0,EA,3.6561,6931,714,0,1187,131,3.1039999999999996
232,201704,ARTVİN,43,2017,4,spring,0,BS,3.6561,9472,57,0,1187,131,3.1039999999999996
233,201704,AYDIN,4252,2017,4,spring,1,AE,3.6561,69367,642,22,1187,131,3.1039999999999996
234,201704,AĞRI,1432,2017,4,spring,0,EA,3.6561,68997,1287,0,1187,131,3.1039999999999996
235,201704,BALIKESİR,6843,2017,4,spring,1,MA,3.6561,66540,552,50,1187,131,3.1039999999999996
236,201704,BARTIN,564,2017,4,spring,0,BS,3.6561,10425,539,0,1187,131,3.1039999999999996
237,201704,BATMAN,341,2017,4,spring,0,SE,3.6561,70143,1199,0,1187,131,3.1039999999999996
238,201704,BAYBURT,93,2017,4,spring,0,BS,3.6561,5618,699,0,1187,131,3.1039999999999996
239,201704,BOLU,1258,2017,4,spring,0,BS,3.6561,17749,585,0,1187,131,3.1039999999999996
240,201704,BURDUR,783,2017,4,spring,0,ME,3.6561,14799,559,0,1187,131,3.1039999999999996
241,201704,BURSA,5240,2017,4,spring,1,MA,3.6561,217846,742,11,1187,131,3.1039999999999996
242,201704,BİLECİK,702,2017,4,spring,0,MA,3.6561,13784,622,100,1187,131,3.1039999999999996
243,201704,DENİZLİ,2688,2017,4,spring,1,AE,3.6561,68666,674,0,1187,131,3.1039999999999996
244,201704,DÜZCE,575,2017,4,spring,0,BS,3.6561,26556,703,0,1187,131,3.1039999999999996
245,201704,DİYARBAKIR,903,2017,4,spring,1,SE,3.6561,207199,1219,7,1187,131,3.1039999999999996
246,201704,EDİRNE,1037,2017,4,spring,0,MA,3.6561,20461,503,83,1187,131,3.1039999999999996
247,201704,ELAZIĞ,1782,2017,4,spring,0,EA,3.6561,43776,75,0,1187,131,3.1039999999999996
248,201704,ERZURUM,1672,2017,4,spring,1,EA,3.6561,68865,906,0,1187,131,3.1039999999999996
249,201704,ERZİNCAN,71,2017,4,spring,0,EA,3.6561,15698,678,0,1187,131,3.1039999999999996
250,201704,ESKİŞEHİR,4713,2017,4,spring,1,CE,3.6561,51910,603,0,1187,131,3.1039999999999996
251,201704,GAZİANTEP,2059,2017,4,spring,1,SE,3.6561,233308,1163,13,1187,131,3.1039999999999996
252,201704,GÜMÜŞHANE,21,2017,4,spring,0,BS,3.6561,10504,617,0,1187,131,3.1039999999999996
253,201704,GİRESUN,211,2017,4,spring,0,BS,3.6561,23179,53,32,1187,131,3.1039999999999996
254,201704,HAKKARİ,19,2017,4,spring,0,EA,3.6561,27241,988,0,1187,131,3.1039999999999996
255,201704,HATAY,2556,2017,4,spring,1,ME,3.6561,151636,963,9,1187,131,3.1039999999999996
256,201704,ISPARTA,481,2017,4,spring,0,ME,3.6561,26192,604,21,1187,131,3.1039999999999996
257,201704,IĞDIR,833,2017,4,spring,0,EA,3.6561,21022,1079,0,1187,131,3.1039999999999996
258,201704,KAHRAMANMARAŞ,414,2017,4,spring,1,ME,3.6561,107845,956,0,1187,131,3.1039999999999996
259,201704,KARABÜK,2952,2017,4,spring,0,BS,3.6561,12706,52,0,1187,131,3.1039999999999996
260,201704,KARAMAN,580,2017,4,spring,0,CE,3.6561,18668,757,46,1187,131,3.1039999999999996
261,201704,KARS,66,2017,4,spring,0,EA,3.6561,26904,935,0,1187,131,3.1039999999999996
262,201704,KASTAMONU,1113,2017,4,spring,0,BS,3.6561,19634,527,0,1187,131,3.1039999999999996
263,201704,KAYSERİ,2760,2017,4,spring,1,CE,3.6561,111829,812,16,1187,131,3.1039999999999996
264,201704,KIRIKKALE,37,2017,4,spring,0,CE,3.6561,17154,615,0,1187,131,3.1039999999999996
265,201704,KIRKLARELİ,264,2017,4,spring,0,MA,3.6561,18525,52,0,1187,131,3.1039999999999996
266,201704,KIRŞEHİR,349,2017,4,spring,0,CE,3.6561,15433,658,0,1187,131,3.1039999999999996
267,201704,KOCAELİ,2467,2017,4,spring,1,MA,3.6561,155543,826,30,1187,131,3.1039999999999996
268,201704,KONYA,4535,2017,4,spring,1,CE,3.6561,177584,815,10,1187,131,3.1039999999999996
269,201704,KÜTAHYA,1694,2017,4,spring,0,AE,3.6561,33714,589,0,1187,131,3.1039999999999996
270,201704,KİLİS,156,2017,4,spring,0,SE,3.6561,13812,1013,0,1187,131,3.1039999999999996
271,201704,MALATYA,939,2017,4,spring,1,EA,3.6561,59694,759,14,1187,131,3.1039999999999996
272,201704,MANİSA,5850,2017,4,spring,1,AE,3.6561,97081,687,18,1187,131,3.1039999999999996
273,201704,MUĞLA,1457,2017,4,spring,1,AE,3.6561,57227,61,32,1187,131,3.1039999999999996
274,201704,MUŞ,31,2017,4,spring,0,EA,3.6561,49481,1223,0,1187,131,3.1039999999999996
275,201704,NEVŞEHİR,241,2017,4,spring,0,CE,3.6561,20481,701,0,1187,131,3.1039999999999996
276,201704,NİĞDE,427,2017,4,spring,0,CE,3.6561,27856,79,0,1187,131,3.1039999999999996
277,201704,ORDU,2912,2017,4,spring,1,BS,3.6561,45828,617,0,1187,131,3.1039999999999996
278,201704,OSMANİYE,919,2017,4,spring,0,ME,3.6561,46384,879,0,1187,131,3.1039999999999996
279,201704,RİZE,117,2017,4,spring,0,BS,3.6561,20567,621,0,1187,131,3.1039999999999996
